Date,City,State,Price
1994-12-01,San Diego,CA,73.02
1994-12-01,San Francisco,CA,67.93
1994-12-01,Denver,CO,67.4
1994-12-01,Washington,DC,89.76
1994-12-01,Miami,FL,87.01
1994-12-01,Tampa,FL,85.25
1994-12-01,Atlanta,GA,77.95
1994-12-01,Chicago,IL,81.66
1994-12-01,Boston,MA,68.48
1994-12-01,Detroit,MI,67.94
1994-12-01,Minneapolis,MN,72.85
1994-12-01,Charlotte,NC,80.03
1994-12-01,Las Vegas,NV,87.17
1994-12-01,New York,NY,78.36
1994-12-01,Cleveland,OH,81.13
1994-12-01,Portland,OR,76.19
1994-12-01,Dallas,TX,
1994-12-01,Seattle,WA,71.73
1994-12-01,10,Composite,76.99
1994-12-01,20,Composite,
1994-12-01,US,National,80.09
1995-01-01,Phoenix,AZ,75.11
1995-01-01,Los Angeles,CA,75.91
1995-01-01,San Diego,CA,72.58
1995-01-01,San Francisco,CA,67.73
1995-01-01,Denver,CO,67.59
1995-01-01,Washington,DC,89.27
1995-01-01,Miami,FL,87.02
1995-01-01,Tampa,FL,85.78
1995-01-01,Atlanta,GA,78.16
1995-01-01,Chicago,IL,81.38
1995-01-01,Boston,MA,68.3
1995-01-01,Detroit,MI,68.72
1995-01-01,Minneapolis,MN,72.96
1995-01-01,Charlotte,NC,80.47
1995-01-01,Las Vegas,NV,87.04
1995-01-01,New York,NY,78.28
1995-01-01,Cleveland,OH,81.12
1995-01-01,Portland,OR,76.79
1995-01-01,Dallas,TX,
1995-01-01,Seattle,WA,71.72
1995-01-01,10,Composite,76.82
1995-01-01,20,Composite,
1995-01-01,US,National,80.04
1995-02-01,Phoenix,AZ,75.37
1995-02-01,Los Angeles,CA,75.36
1995-02-01,San Diego,CA,72.53
1995-02-01,San Francisco,CA,67.4
1995-02-01,Denver,CO,67.82
1995-02-01,Washington,DC,88.96
1995-02-01,Miami,FL,86.64
1995-02-01,Tampa,FL,85.53
1995-02-01,Atlanta,GA,78.26
1995-02-01,Chicago,IL,81.61
1995-02-01,Boston,MA,68.19
1995-02-01,Detroit,MI,70.47
1995-02-01,Minneapolis,MN,73.61
1995-02-01,Charlotte,NC,80.94
1995-02-01,Las Vegas,NV,87.34
1995-02-01,New York,NY,78.29
1995-02-01,Cleveland,OH,80.75
1995-02-01,Portland,OR,77.06
1995-02-01,Dallas,TX,
1995-02-01,Seattle,WA,71.2
1995-02-01,10,Composite,76.64
1995-02-01,20,Composite,
1995-02-01,US,National,80.01
1995-03-01,Phoenix,AZ,75.52
1995-03-01,Los Angeles,CA,74.99
1995-03-01,San Diego,CA,72.41
1995-03-01,San Francisco,CA,66.79
1995-03-01,Denver,CO,68.22
1995-03-01,Washington,DC,88.62
1995-03-01,Miami,FL,86.3
1995-03-01,Tampa,FL,85.5
1995-03-01,Atlanta,GA,78.32
1995-03-01,Chicago,IL,81.8
1995-03-01,Boston,MA,68.31
1995-03-01,Detroit,MI,70.25
1995-03-01,Minneapolis,MN,74.59
1995-03-01,Charlotte,NC,81.1
1995-03-01,Las Vegas,NV,87.39
1995-03-01,New York,NY,77.95
1995-03-01,Cleveland,OH,81.03
1995-03-01,Portland,OR,77.9
1995-03-01,Dallas,TX,
1995-03-01,Seattle,WA,71.44
1995-03-01,10,Composite,76.38
1995-03-01,20,Composite,
1995-03-01,US,National,80.1
1995-04-01,Phoenix,AZ,75.8
1995-04-01,Los Angeles,CA,74.78
1995-04-01,San Diego,CA,72.59
1995-04-01,San Francisco,CA,67.08
1995-04-01,Denver,CO,68.6
1995-04-01,Washington,DC,88.66
1995-04-01,Miami,FL,86.47
1995-04-01,Tampa,FL,85.51
1995-04-01,Atlanta,GA,78.4
1995-04-01,Chicago,IL,81.9
1995-04-01,Boston,MA,68.23
1995-04-01,Detroit,MI,69.82
1995-04-01,Minneapolis,MN,75.07
1995-04-01,Charlotte,NC,81.5
1995-04-01,Las Vegas,NV,87.99
1995-04-01,New York,NY,77.77
1995-04-01,Cleveland,OH,81.89
1995-04-01,Portland,OR,78.06
1995-04-01,Dallas,TX,
1995-04-01,Seattle,WA,71.28
1995-04-01,10,Composite,76.36
1995-04-01,20,Composite,
1995-04-01,US,National,80.4
1995-05-01,Phoenix,AZ,76.16
1995-05-01,Los Angeles,CA,74.92
1995-05-01,San Diego,CA,72.62
1995-05-01,San Francisco,CA,67.31
1995-05-01,Denver,CO,69.2
1995-05-01,Washington,DC,88.91
1995-05-01,Miami,FL,86.67
1995-05-01,Tampa,FL,85.74
1995-05-01,Atlanta,GA,78.55
1995-05-01,Chicago,IL,82.13
1995-05-01,Boston,MA,68.79
1995-05-01,Detroit,MI,70.05
1995-05-01,Minneapolis,MN,75.31
1995-05-01,Charlotte,NC,81.89
1995-05-01,Las Vegas,NV,88.04
1995-05-01,New York,NY,78.03
1995-05-01,Cleveland,OH,82.63
1995-05-01,Portland,OR,78.52
1995-05-01,Dallas,TX,
1995-05-01,Seattle,WA,71.88
1995-05-01,10,Composite,76.6
1995-05-01,20,Composite,
1995-05-01,US,National,80.72
1995-06-01,Phoenix,AZ,76.82
1995-06-01,Los Angeles,CA,74.88
1995-06-01,San Diego,CA,72.48
1995-06-01,San Francisco,CA,67.5
1995-06-01,Denver,CO,69.63
1995-06-01,Washington,DC,89.06
1995-06-01,Miami,FL,86.98
1995-06-01,Tampa,FL,86.43
1995-06-01,Atlanta,GA,78.76
1995-06-01,Chicago,IL,82.82
1995-06-01,Boston,MA,69.75
1995-06-01,Detroit,MI,70.6
1995-06-01,Minneapolis,MN,75.56
1995-06-01,Charlotte,NC,82.53
1995-06-01,Las Vegas,NV,88.03
1995-06-01,New York,NY,78.58
1995-06-01,Cleveland,OH,83.7
1995-06-01,Portland,OR,79.5
1995-06-01,Dallas,TX,
1995-06-01,Seattle,WA,72.01
1995-06-01,10,Composite,76.94
1995-06-01,20,Composite,
1995-06-01,US,National,81.09
1995-07-01,Phoenix,AZ,77.26
1995-07-01,Los Angeles,CA,75.06
1995-07-01,San Diego,CA,72.63
1995-07-01,San Francisco,CA,67.72
1995-07-01,Denver,CO,70.18
1995-07-01,Washington,DC,89.16
1995-07-01,Miami,FL,86.96
1995-07-01,Tampa,FL,86.67
1995-07-01,Atlanta,GA,79.14
1995-07-01,Chicago,IL,83.38
1995-07-01,Boston,MA,70.44
1995-07-01,Detroit,MI,71.15
1995-07-01,Minneapolis,MN,76.05
1995-07-01,Charlotte,NC,83.22
1995-07-01,Las Vegas,NV,88.1
1995-07-01,New York,NY,78.99
1995-07-01,Cleveland,OH,83.71
1995-07-01,Portland,OR,80.25
1995-07-01,Dallas,TX,
1995-07-01,Seattle,WA,72.62
1995-07-01,10,Composite,77.26
1995-07-01,20,Composite,
1995-07-01,US,National,81.44
1995-08-01,Phoenix,AZ,77.71
1995-08-01,Los Angeles,CA,75.11
1995-08-01,San Diego,CA,72.72
1995-08-01,San Francisco,CA,67.78
1995-08-01,Denver,CO,70.58
1995-08-01,Washington,DC,89.35
1995-08-01,Miami,FL,87.39
1995-08-01,Tampa,FL,87.12
1995-08-01,Atlanta,GA,79.57
1995-08-01,Chicago,IL,83.79
1995-08-01,Boston,MA,71.04
1995-08-01,Detroit,MI,71.76
1995-08-01,Minneapolis,MN,76.42
1995-08-01,Charlotte,NC,83.83
1995-08-01,Las Vegas,NV,88.6
1995-08-01,New York,NY,79.17
1995-08-01,Cleveland,OH,84.18
1995-08-01,Portland,OR,81.22
1995-08-01,Dallas,TX,
1995-08-01,Seattle,WA,72.88
1995-08-01,10,Composite,77.47
1995-08-01,20,Composite,
1995-08-01,US,National,81.68
1995-09-01,Phoenix,AZ,77.87
1995-09-01,Los Angeles,CA,74.87
1995-09-01,San Diego,CA,72.71
1995-09-01,San Francisco,CA,67.76
1995-09-01,Denver,CO,71.02
1995-09-01,Washington,DC,89.32
1995-09-01,Miami,FL,87.37
1995-09-01,Tampa,FL,87.24
1995-09-01,Atlanta,GA,79.9
1995-09-01,Chicago,IL,83.92
1995-09-01,Boston,MA,70.94
1995-09-01,Detroit,MI,72.4
1995-09-01,Minneapolis,MN,76.57
1995-09-01,Charlotte,NC,84.34
1995-09-01,Las Vegas,NV,88.96
1995-09-01,New York,NY,79.17
1995-09-01,Cleveland,OH,84.32
1995-09-01,Portland,OR,81.45
1995-09-01,Dallas,TX,
1995-09-01,Seattle,WA,73.02
1995-09-01,10,Composite,77.43
1995-09-01,20,Composite,
1995-09-01,US,National,81.76
1995-10-01,Phoenix,AZ,78.15
1995-10-01,Los Angeles,CA,74.6
1995-10-01,San Diego,CA,72.33
1995-10-01,San Francisco,CA,67.3
1995-10-01,Denver,CO,71.26
1995-10-01,Washington,DC,89.11
1995-10-01,Miami,FL,87.64
1995-10-01,Tampa,FL,87.38
1995-10-01,Atlanta,GA,80.1
1995-10-01,Chicago,IL,83.79
1995-10-01,Boston,MA,70.69
1995-10-01,Detroit,MI,72.75
1995-10-01,Minneapolis,MN,75.92
1995-10-01,Charlotte,NC,84.57
1995-10-01,Las Vegas,NV,89.21
1995-10-01,New York,NY,79.11
1995-10-01,Cleveland,OH,84.66
1995-10-01,Portland,OR,81.92
1995-10-01,Dallas,TX,
1995-10-01,Seattle,WA,73.1
1995-10-01,10,Composite,77.26
1995-10-01,20,Composite,
1995-10-01,US,National,81.75
1995-11-01,Phoenix,AZ,78.39
1995-11-01,Los Angeles,CA,74.13
1995-11-01,San Diego,CA,71.79
1995-11-01,San Francisco,CA,66.8
1995-11-01,Denver,CO,71.38
1995-11-01,Washington,DC,88.68
1995-11-01,Miami,FL,87.55
1995-11-01,Tampa,FL,87.41
1995-11-01,Atlanta,GA,80.18
1995-11-01,Chicago,IL,83.97
1995-11-01,Boston,MA,70.19
1995-11-01,Detroit,MI,73.11
1995-11-01,Minneapolis,MN,76.01
1995-11-01,Charlotte,NC,84.69
1995-11-01,Las Vegas,NV,89.15
1995-11-01,New York,NY,78.85
1995-11-01,Cleveland,OH,84.61
1995-11-01,Portland,OR,82.03
1995-11-01,Dallas,TX,
1995-11-01,Seattle,WA,72.92
1995-11-01,10,Composite,76.95
1995-11-01,20,Composite,
1995-11-01,US,National,81.66
1995-12-01,Phoenix,AZ,78.74
1995-12-01,Los Angeles,CA,73.6
1995-12-01,San Diego,CA,71.36
1995-12-01,San Francisco,CA,66.43
1995-12-01,Denver,CO,71.5
1995-12-01,Washington,DC,88.44
1995-12-01,Miami,FL,87.69
1995-12-01,Tampa,FL,87.13
1995-12-01,Atlanta,GA,80.38
1995-12-01,Chicago,IL,83.8
1995-12-01,Boston,MA,69.93
1995-12-01,Detroit,MI,73.2
1995-12-01,Minneapolis,MN,76.13
1995-12-01,Charlotte,NC,84.97
1995-12-01,Las Vegas,NV,89.04
1995-12-01,New York,NY,78.7
1995-12-01,Cleveland,OH,84.39
1995-12-01,Portland,OR,82.54
1995-12-01,Dallas,TX,
1995-12-01,Seattle,WA,72.83
1995-12-01,10,Composite,76.68
1995-12-01,20,Composite,
1995-12-01,US,National,81.54
1996-01-01,Phoenix,AZ,79.1
1996-01-01,Los Angeles,CA,73.39
1996-01-01,San Diego,CA,71.36
1996-01-01,San Francisco,CA,66.15
1996-01-01,Denver,CO,71.34
1996-01-01,Washington,DC,88.2
1996-01-01,Miami,FL,87.52
1996-01-01,Tampa,FL,87.04
1996-01-01,Atlanta,GA,80.7
1996-01-01,Chicago,IL,83.77
1996-01-01,Boston,MA,70.15
1996-01-01,Detroit,MI,73.33
1996-01-01,Minneapolis,MN,76.22
1996-01-01,Charlotte,NC,85.24
1996-01-01,Las Vegas,NV,88.91
1996-01-01,New York,NY,78.63
1996-01-01,Cleveland,OH,84.14
1996-01-01,Portland,OR,82.8
1996-01-01,Dallas,TX,
1996-01-01,Seattle,WA,72.35
1996-01-01,10,Composite,76.56
1996-01-01,20,Composite,
1996-01-01,US,National,81.46
1996-02-01,Phoenix,AZ,79.47
1996-02-01,Los Angeles,CA,73.1
1996-02-01,San Diego,CA,71.39
1996-02-01,San Francisco,CA,65.97
1996-02-01,Denver,CO,71.43
1996-02-01,Washington,DC,87.83
1996-02-01,Miami,FL,87.43
1996-02-01,Tampa,FL,87.08
1996-02-01,Atlanta,GA,80.97
1996-02-01,Chicago,IL,83.31
1996-02-01,Boston,MA,70.08
1996-02-01,Detroit,MI,73.82
1996-02-01,Minneapolis,MN,76.35
1996-02-01,Charlotte,NC,85.68
1996-02-01,Las Vegas,NV,89.25
1996-02-01,New York,NY,78.73
1996-02-01,Cleveland,OH,84.19
1996-02-01,Portland,OR,83.5
1996-02-01,Dallas,TX,
1996-02-01,Seattle,WA,72.45
1996-02-01,10,Composite,76.44
1996-02-01,20,Composite,
1996-02-01,US,National,81.43
1996-03-01,Phoenix,AZ,79.93
1996-03-01,Los Angeles,CA,73.07
1996-03-01,San Diego,CA,71.22
1996-03-01,San Francisco,CA,65.92
1996-03-01,Denver,CO,71.9
1996-03-01,Washington,DC,87.8
1996-03-01,Miami,FL,86.73
1996-03-01,Tampa,FL,87.58
1996-03-01,Atlanta,GA,81.1
1996-03-01,Chicago,IL,83.48
1996-03-01,Boston,MA,70.57
1996-03-01,Detroit,MI,74.2
1996-03-01,Minneapolis,MN,76.5
1996-03-01,Charlotte,NC,87.15
1996-03-01,Las Vegas,NV,89.13
1996-03-01,New York,NY,78.9
1996-03-01,Cleveland,OH,84.82
1996-03-01,Portland,OR,84.02
1996-03-01,Dallas,TX,
1996-03-01,Seattle,WA,73.21
1996-03-01,10,Composite,76.49
1996-03-01,20,Composite,
1996-03-01,US,National,81.7
1996-04-01,Phoenix,AZ,80.39
1996-04-01,Los Angeles,CA,73.35
1996-04-01,San Diego,CA,71.56
1996-04-01,San Francisco,CA,66.44
1996-04-01,Denver,CO,72.72
1996-04-01,Washington,DC,88.39
1996-04-01,Miami,FL,87.1
1996-04-01,Tampa,FL,87.75
1996-04-01,Atlanta,GA,81.49
1996-04-01,Chicago,IL,84.35
1996-04-01,Boston,MA,70.88
1996-04-01,Detroit,MI,74.99
1996-04-01,Minneapolis,MN,76.54
1996-04-01,Charlotte,NC,87.97
1996-04-01,Las Vegas,NV,89.59
1996-04-01,New York,NY,78.94
1996-04-01,Cleveland,OH,85.96
1996-04-01,Portland,OR,85.18
1996-04-01,Dallas,TX,
1996-04-01,Seattle,WA,73.71
1996-04-01,10,Composite,76.84
1996-04-01,20,Composite,
1996-04-01,US,National,82.15
1996-05-01,Phoenix,AZ,80.73
1996-05-01,Los Angeles,CA,73.88
1996-05-01,San Diego,CA,72.05
1996-05-01,San Francisco,CA,67.05
1996-05-01,Denver,CO,73.36
1996-05-01,Washington,DC,88.83
1996-05-01,Miami,FL,87.34
1996-05-01,Tampa,FL,87.79
1996-05-01,Atlanta,GA,81.85
1996-05-01,Chicago,IL,84.88
1996-05-01,Boston,MA,71.52
1996-05-01,Detroit,MI,75.72
1996-05-01,Minneapolis,MN,76.68
1996-05-01,Charlotte,NC,88.78
1996-05-01,Las Vegas,NV,89.77
1996-05-01,New York,NY,79.36
1996-05-01,Cleveland,OH,86.55
1996-05-01,Portland,OR,85.98
1996-05-01,Dallas,TX,
1996-05-01,Seattle,WA,74.25
1996-05-01,10,Composite,77.33
1996-05-01,20,Composite,
1996-05-01,US,National,82.63
1996-06-01,Phoenix,AZ,81.1
1996-06-01,Los Angeles,CA,74.52
1996-06-01,San Diego,CA,72.23
1996-06-01,San Francisco,CA,67.67
1996-06-01,Denver,CO,73.58
1996-06-01,Washington,DC,89.19
1996-06-01,Miami,FL,87.61
1996-06-01,Tampa,FL,87.9
1996-06-01,Atlanta,GA,82.26
1996-06-01,Chicago,IL,85.53
1996-06-01,Boston,MA,72.47
1996-06-01,Detroit,MI,76.53
1996-06-01,Minneapolis,MN,77.28
1996-06-01,Charlotte,NC,88.62
1996-06-01,Las Vegas,NV,90.26
1996-06-01,New York,NY,79.52
1996-06-01,Cleveland,OH,87.1
1996-06-01,Portland,OR,86.63
1996-06-01,Dallas,TX,
1996-06-01,Seattle,WA,74.63
1996-06-01,10,Composite,77.78
1996-06-01,20,Composite,
1996-06-01,US,National,83.08
1996-07-01,Phoenix,AZ,81.45
1996-07-01,Los Angeles,CA,74.71
1996-07-01,San Diego,CA,72.26
1996-07-01,San Francisco,CA,68.02
1996-07-01,Denver,CO,73.91
1996-07-01,Washington,DC,89.33
1996-07-01,Miami,FL,87.84
1996-07-01,Tampa,FL,87.89
1996-07-01,Atlanta,GA,82.3
1996-07-01,Chicago,IL,85.75
1996-07-01,Boston,MA,73.24
1996-07-01,Detroit,MI,77.29
1996-07-01,Minneapolis,MN,78.14
1996-07-01,Charlotte,NC,88.56
1996-07-01,Las Vegas,NV,90.43
1996-07-01,New York,NY,79.97
1996-07-01,Cleveland,OH,87.6
1996-07-01,Portland,OR,87.02
1996-07-01,Dallas,TX,
1996-07-01,Seattle,WA,74.68
1996-07-01,10,Composite,78.1
1996-07-01,20,Composite,
1996-07-01,US,National,83.45
1996-08-01,Phoenix,AZ,81.87
1996-08-01,Los Angeles,CA,74.9
1996-08-01,San Diego,CA,72.02
1996-08-01,San Francisco,CA,68.35
1996-08-01,Denver,CO,73.97
1996-08-01,Washington,DC,89.41
1996-08-01,Miami,FL,87.97
1996-08-01,Tampa,FL,88.2
1996-08-01,Atlanta,GA,82.61
1996-08-01,Chicago,IL,86.03
1996-08-01,Boston,MA,73.98
1996-08-01,Detroit,MI,77.97
1996-08-01,Minneapolis,MN,78.57
1996-08-01,Charlotte,NC,88.68
1996-08-01,Las Vegas,NV,90.37
1996-08-01,New York,NY,80.31
1996-08-01,Cleveland,OH,87.78
1996-08-01,Portland,OR,87.27
1996-08-01,Dallas,TX,
1996-08-01,Seattle,WA,75.01
1996-08-01,10,Composite,78.36
1996-08-01,20,Composite,
1996-08-01,US,National,83.68
1996-09-01,Phoenix,AZ,82.1
1996-09-01,Los Angeles,CA,74.69
1996-09-01,San Diego,CA,72.23
1996-09-01,San Francisco,CA,68.43
1996-09-01,Denver,CO,74.26
1996-09-01,Washington,DC,89.29
1996-09-01,Miami,FL,88.13
1996-09-01,Tampa,FL,88.1
1996-09-01,Atlanta,GA,82.93
1996-09-01,Chicago,IL,86.03
1996-09-01,Boston,MA,73.86
1996-09-01,Detroit,MI,78.51
1996-09-01,Minneapolis,MN,78.89
1996-09-01,Charlotte,NC,88.49
1996-09-01,Las Vegas,NV,90.1
1996-09-01,New York,NY,80.45
1996-09-01,Cleveland,OH,87.9
1996-09-01,Portland,OR,88.13
1996-09-01,Dallas,TX,
1996-09-01,Seattle,WA,74.68
1996-09-01,10,Composite,78.37
1996-09-01,20,Composite,
1996-09-01,US,National,83.74
1996-10-01,Phoenix,AZ,82.21
1996-10-01,Los Angeles,CA,74.7
1996-10-01,San Diego,CA,72.07
1996-10-01,San Francisco,CA,68.53
1996-10-01,Denver,CO,74.51
1996-10-01,Washington,DC,89.21
1996-10-01,Miami,FL,88.11
1996-10-01,Tampa,FL,88.46
1996-10-01,Atlanta,GA,83.14
1996-10-01,Chicago,IL,86.1
1996-10-01,Boston,MA,73.9
1996-10-01,Detroit,MI,78.98
1996-10-01,Minneapolis,MN,79.17
1996-10-01,Charlotte,NC,88.53
1996-10-01,Las Vegas,NV,89.88
1996-10-01,New York,NY,80.35
1996-10-01,Cleveland,OH,87.92
1996-10-01,Portland,OR,89.15
1996-10-01,Dallas,TX,
1996-10-01,Seattle,WA,74.95
1996-10-01,10,Composite,78.36
1996-10-01,20,Composite,
1996-10-01,US,National,83.66
1996-11-01,Phoenix,AZ,82.3
1996-11-01,Los Angeles,CA,74.5
1996-11-01,San Diego,CA,72.2
1996-11-01,San Francisco,CA,68.72
1996-11-01,Denver,CO,74.81
1996-11-01,Washington,DC,88.94
1996-11-01,Miami,FL,88.24
1996-11-01,Tampa,FL,88.37
1996-11-01,Atlanta,GA,83.36
1996-11-01,Chicago,IL,86.21
1996-11-01,Boston,MA,73.58
1996-11-01,Detroit,MI,79.24
1996-11-01,Minneapolis,MN,79.51
1996-11-01,Charlotte,NC,88.69
1996-11-01,Las Vegas,NV,89.58
1996-11-01,New York,NY,80.02
1996-11-01,Cleveland,OH,87.85
1996-11-01,Portland,OR,90.16
1996-11-01,Dallas,TX,
1996-11-01,Seattle,WA,74.67
1996-11-01,10,Composite,78.23
1996-11-01,20,Composite,
1996-11-01,US,National,83.59
1996-12-01,Phoenix,AZ,82.34
1996-12-01,Los Angeles,CA,74.15
1996-12-01,San Diego,CA,71.74
1996-12-01,San Francisco,CA,68.69
1996-12-01,Denver,CO,75.07
1996-12-01,Washington,DC,88.45
1996-12-01,Miami,FL,88.16
1996-12-01,Tampa,FL,88.76
1996-12-01,Atlanta,GA,83.33
1996-12-01,Chicago,IL,86.29
1996-12-01,Boston,MA,73.84
1996-12-01,Detroit,MI,79.19
1996-12-01,Minneapolis,MN,79.66
1996-12-01,Charlotte,NC,88.87
1996-12-01,Las Vegas,NV,90.01
1996-12-01,New York,NY,80.03
1996-12-01,Cleveland,OH,87.69
1996-12-01,Portland,OR,90.59
1996-12-01,Dallas,TX,
1996-12-01,Seattle,WA,74.7
1996-12-01,10,Composite,78.12
1996-12-01,20,Composite,
1996-12-01,US,National,83.52
1997-01-01,Phoenix,AZ,82.59
1997-01-01,Los Angeles,CA,73.91
1997-01-01,San Diego,CA,71.95
1997-01-01,San Francisco,CA,68.8
1997-01-01,Denver,CO,74.96
1997-01-01,Washington,DC,88.26
1997-01-01,Miami,FL,88.14
1997-01-01,Tampa,FL,88.52
1997-01-01,Atlanta,GA,83.54
1997-01-01,Chicago,IL,86.04
1997-01-01,Boston,MA,74.02
1997-01-01,Detroit,MI,79.1
1997-01-01,Minneapolis,MN,79.73
1997-01-01,Charlotte,NC,89.28
1997-01-01,Las Vegas,NV,90.49
1997-01-01,New York,NY,80.08
1997-01-01,Cleveland,OH,87.21
1997-01-01,Portland,OR,90.79
1997-01-01,Dallas,TX,
1997-01-01,Seattle,WA,74.84
1997-01-01,10,Composite,78.08
1997-01-01,20,Composite,
1997-01-01,US,National,83.56
1997-02-01,Phoenix,AZ,82.9
1997-02-01,Los Angeles,CA,73.54
1997-02-01,San Diego,CA,72.04
1997-02-01,San Francisco,CA,68.81
1997-02-01,Denver,CO,75.15
1997-02-01,Washington,DC,88.17
1997-02-01,Miami,FL,87.94
1997-02-01,Tampa,FL,88.37
1997-02-01,Atlanta,GA,83.54
1997-02-01,Chicago,IL,85.84
1997-02-01,Boston,MA,73.93
1997-02-01,Detroit,MI,78.91
1997-02-01,Minneapolis,MN,79.59
1997-02-01,Charlotte,NC,89.39
1997-02-01,Las Vegas,NV,91.39
1997-02-01,New York,NY,80.08
1997-02-01,Cleveland,OH,87.62
1997-02-01,Portland,OR,91.68
1997-02-01,Dallas,TX,
1997-02-01,Seattle,WA,75.43
1997-02-01,10,Composite,77.98
1997-02-01,20,Composite,
1997-02-01,US,National,83.63
1997-03-01,Phoenix,AZ,83.39
1997-03-01,Los Angeles,CA,73.98
1997-03-01,San Diego,CA,72.45
1997-03-01,San Francisco,CA,69.78
1997-03-01,Denver,CO,75.69
1997-03-01,Washington,DC,88.47
1997-03-01,Miami,FL,87.93
1997-03-01,Tampa,FL,87.59
1997-03-01,Atlanta,GA,83.78
1997-03-01,Chicago,IL,86.21
1997-03-01,Boston,MA,74.48
1997-03-01,Detroit,MI,79.7
1997-03-01,Minneapolis,MN,79.41
1997-03-01,Charlotte,NC,90.3
1997-03-01,Las Vegas,NV,91.62
1997-03-01,New York,NY,79.97
1997-03-01,Cleveland,OH,88.15
1997-03-01,Portland,OR,92.63
1997-03-01,Dallas,TX,
1997-03-01,Seattle,WA,76.33
1997-03-01,10,Composite,78.29
1997-03-01,20,Composite,
1997-03-01,US,National,83.94
1997-04-01,Phoenix,AZ,83.88
1997-04-01,Los Angeles,CA,74.82
1997-04-01,San Diego,CA,73.04
1997-04-01,San Francisco,CA,71.09
1997-04-01,Denver,CO,76.36
1997-04-01,Washington,DC,88.44
1997-04-01,Miami,FL,88.33
1997-04-01,Tampa,FL,88.17
1997-04-01,Atlanta,GA,84.37
1997-04-01,Chicago,IL,86.42
1997-04-01,Boston,MA,74.92
1997-04-01,Detroit,MI,80.49
1997-04-01,Minneapolis,MN,79.3
1997-04-01,Charlotte,NC,90.42
1997-04-01,Las Vegas,NV,91.46
1997-04-01,New York,NY,80.03
1997-04-01,Cleveland,OH,88.6
1997-04-01,Portland,OR,93.53
1997-04-01,Dallas,TX,
1997-04-01,Seattle,WA,77.71
1997-04-01,10,Composite,78.76
1997-04-01,20,Composite,
1997-04-01,US,National,84.36
1997-05-01,Phoenix,AZ,84.26
1997-05-01,Los Angeles,CA,75.72
1997-05-01,San Diego,CA,73.56
1997-05-01,San Francisco,CA,72.19
1997-05-01,Denver,CO,76.95
1997-05-01,Washington,DC,88.88
1997-05-01,Miami,FL,88.58
1997-05-01,Tampa,FL,88.57
1997-05-01,Atlanta,GA,85.03
1997-05-01,Chicago,IL,86.74
1997-05-01,Boston,MA,75.86
1997-05-01,Detroit,MI,81.45
1997-05-01,Minneapolis,MN,80.02
1997-05-01,Charlotte,NC,90.85
1997-05-01,Las Vegas,NV,91.48
1997-05-01,New York,NY,80.53
1997-05-01,Cleveland,OH,89.18
1997-05-01,Portland,OR,93.92
1997-05-01,Dallas,TX,
1997-05-01,Seattle,WA,79.18
1997-05-01,10,Composite,79.42
1997-05-01,20,Composite,
1997-05-01,US,National,84.9
1997-06-01,Phoenix,AZ,84.52
1997-06-01,Los Angeles,CA,76.62
1997-06-01,San Diego,CA,74.49
1997-06-01,San Francisco,CA,73.12
1997-06-01,Denver,CO,77.6
1997-06-01,Washington,DC,89.4
1997-06-01,Miami,FL,88.81
1997-06-01,Tampa,FL,88.87
1997-06-01,Atlanta,GA,85.38
1997-06-01,Chicago,IL,87.26
1997-06-01,Boston,MA,76.9
1997-06-01,Detroit,MI,82.21
1997-06-01,Minneapolis,MN,80.65
1997-06-01,Charlotte,NC,91.01
1997-06-01,Las Vegas,NV,91.8
1997-06-01,New York,NY,81.53
1997-06-01,Cleveland,OH,89.33
1997-06-01,Portland,OR,93.45
1997-06-01,Dallas,TX,
1997-06-01,Seattle,WA,80.35
1997-06-01,10,Composite,80.25
1997-06-01,20,Composite,
1997-06-01,US,National,85.44
1997-07-01,Phoenix,AZ,84.56
1997-07-01,Los Angeles,CA,77.2
1997-07-01,San Diego,CA,74.99
1997-07-01,San Francisco,CA,73.75
1997-07-01,Denver,CO,78.22
1997-07-01,Washington,DC,89.68
1997-07-01,Miami,FL,88.83
1997-07-01,Tampa,FL,89.13
1997-07-01,Atlanta,GA,85.61
1997-07-01,Chicago,IL,87.88
1997-07-01,Boston,MA,77.61
1997-07-01,Detroit,MI,82.8
1997-07-01,Minneapolis,MN,82.33
1997-07-01,Charlotte,NC,91.55
1997-07-01,Las Vegas,NV,92.32
1997-07-01,New York,NY,82.32
1997-07-01,Cleveland,OH,90.06
1997-07-01,Portland,OR,93.52
1997-07-01,Dallas,TX,
1997-07-01,Seattle,WA,81.44
1997-07-01,10,Composite,80.86
1997-07-01,20,Composite,
1997-07-01,US,National,85.88
1997-08-01,Phoenix,AZ,84.84
1997-08-01,Los Angeles,CA,78.07
1997-08-01,San Diego,CA,75.73
1997-08-01,San Francisco,CA,74.43
1997-08-01,Denver,CO,78.76
1997-08-01,Washington,DC,89.97
1997-08-01,Miami,FL,89.0
1997-08-01,Tampa,FL,89.54
1997-08-01,Atlanta,GA,85.75
1997-08-01,Chicago,IL,88.34
1997-08-01,Boston,MA,78.14
1997-08-01,Detroit,MI,83.2
1997-08-01,Minneapolis,MN,82.73
1997-08-01,Charlotte,NC,91.83
1997-08-01,Las Vegas,NV,92.74
1997-08-01,New York,NY,82.72
1997-08-01,Cleveland,OH,89.92
